14/12/2016 17:38:18;0;14/12/2016 17:38:25;0;14/12/2016 17:39:13;0;14/12/2016 17:39:16;0;14/12/2016 17:39:18;0;14/12/2016 17:39:20;0;14/12/2016 17:40:37;0;
14/12/2016 17:40:40;0;
14/12/2016 17:40:42;0;
14/12/2016 17:40:44;0;
14/12/2016 17:44:32;0;
14/12/2016 17:44:32;0;
14/12/2016 17:44:48;0;
14/12/2016 17:44:48;2;

14/12/2016 17:55:37;0;
14/12/2016 17:55:37;0;
14/12/2016 17:59:32;0;
14/12/2016 17:59:32;1;
14/12/2016 18:30:42;0;
14/12/2016 18:37:05;0;
14/12/2016 18:39:47;0;
14/12/2016 20:50:20;0;
14/12/2016 23:49:52;0;
15/12/2016 00:05:26;0;
15/12/2016 00:09:46;0;
15/12/2016 00:09:56;0;
15/12/2016 00:10:01;0;
15/12/2016 00:10:14;0;
15/12/2016 00:10:20;0;
15/12/2016 00:17:43;0;
15/12/2016 00:19:10;0;
15/12/2016 00:19:50;0;
15/12/2016 00:20:57;0;
15/12/2016 00:24:00;0;
15/12/2016 00:28:50;0;
15/12/2016 00:30:18;0;
15/12/2016 00:30:30;0;
15/12/2016 00:46:27;0;
15/12/2016 00:48:43;0;
15/12/2016 00:49:25;0;
